F:\Data\IMG\center_2020_10_03_16_16_57_946.jpg, F:\Data\IMG\left_2020_10_03_16_16_57_946.jpg, F:\Data\IMG\right_2020_10_03_16_16_57_946.jpg, 0, 0, 0, 7.93628E-05
F:\Data\IMG\center_2020_10_03_16_16_58_047.jpg, F:\Data\IMG\left_2020_10_03_16_16_58_047.jpg, F:\Data\IMG\right_2020_10_03_16_16_58_047.jpg, 0, 0, 0, 8.190344E-05
F:\Data\IMG\center_2020_10_03_16_16_58_152.jpg, F:\Data\IMG\left_2020_10_03_16_16_58_152.jpg, F:\Data\IMG\right_2020_10_03_16_16_58_152.jpg, 0, 0, 0, 7.883446E-05
F:\Data\IMG\center_2020_10_03_16_16_58_261.jpg, F:\Data\IMG\left_2020_10_03_16_16_58_261.jpg, F:\Data\IMG\right_2020_10_03_16_16_58_261.jpg, 0, 0, 0, 7.983431E-05
F:\Data\IMG\center_2020_10_03_16_16_58_372.jpg, F:\Data\IMG\left_2020_10_03_16_16_58_372.jpg, F:\Data\IMG\right_2020_10_03_16_16_58_372.jpg, 0, 0, 0, 7.894117E-05
F:\Data\IMG\center_2020_10_03_16_16_58_485.jpg, F:\Data\IMG\left_2020_10_03_16_16_58_485.jpg, F:\Data\IMG\right_2020_10_03_16_16_58_485.jpg, 0, 0, 0, 7.819176E-05
F:\Data\IMG\center_2020_10_03_16_16_58_598.jpg, F:\Data\IMG\left_2020_10_03_16_16_58_598.jpg, F:\Data\IMG\right_2020_10_03_16_16_58_598.jpg, 0, 0, 0, 7.824248E-05
F:\Data\IMG\center_2020_10_03_16_16_58_698.jpg, F:\Data\IMG\left_2020_10_03_16_16_58_698.jpg, F:\Data\IMG\right_2020_10_03_16_16_58_698.jpg, 0, 0, 0, 7.798924E-05
F:\Data\IMG\center_2020_10_03_16_16_58_803.jpg, F:\Data\IMG\left_2020_10_03_16_16_58_803.jpg, F:\Data\IMG\right_2020_10_03_16_16_58_803.jpg, 0, 0, 0, 7.891766E-05
F:\Data\IMG\center_2020_10_03_16_16_58_909.jpg, F:\Data\IMG\left_2020_10_03_16_16_58_909.jpg, F:\Data\IMG\right_2020_10_03_16_16_58_909.jpg, 0, 0, 0, 7.822214E-05
F:\Data\IMG\center_2020_10_03_16_16_59_017.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_017.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_017.jpg, 0, 0.1229193, 0, 0.006231748
F:\Data\IMG\center_2020_10_03_16_16_59_126.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_126.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_126.jpg, 0, 0.4159815, 0, 0.4516806
F:\Data\IMG\center_2020_10_03_16_16_59_226.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_226.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_226.jpg, 0, 0.7142884, 0, 1.23135
F:\Data\IMG\center_2020_10_03_16_16_59_330.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_330.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_330.jpg, 0, 1, 0, 2.387075
F:\Data\IMG\center_2020_10_03_16_16_59_438.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_438.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_438.jpg, -0.3625869, 1, 0, 3.776131
F:\Data\IMG\center_2020_10_03_16_16_59_540.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_540.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_540.jpg, -0.6679584, 1, 0, 4.89542
F:\Data\IMG\center_2020_10_03_16_16_59_640.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_640.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_640.jpg, -0.3670462, 1, 0, 6.058081
F:\Data\IMG\center_2020_10_03_16_16_59_745.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_745.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_745.jpg, -0.05522585, 1, 0, 7.198855
F:\Data\IMG\center_2020_10_03_16_16_59_847.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_847.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_847.jpg, 0, 0.6925228, 0, 8.071704
F:\Data\IMG\center_2020_10_03_16_16_59_954.jpg, F:\Data\IMG\left_2020_10_03_16_16_59_954.jpg, F:\Data\IMG\right_2020_10_03_16_16_59_954.jpg, 0, 0.3724843, 0, 8.611041
F:\Data\IMG\center_2020_10_03_16_17_00_066.jpg, F:\Data\IMG\left_2020_10_03_16_17_00_066.jpg, F:\Data\IMG\right_2020_10_03_16_17_00_066.jpg, 0, 0.038194, 0, 8.708816
F:\Data\IMG\center_2020_10_03_16_17_00_173.jpg, F:\Data\IMG\left_2020_10_03_16_17_00_173.jpg, F:\Data\IMG\right_2020_10_03_16_17_00_173.jpg, 0, 0, 0, 8.624268
F:\Data\IMG\center_2020_10_03_16_17_00_278.jpg, F:\Data\IMG\left_2020_10_03_16_17_00_278.jpg, F:\Data\IMG\right_2020_10_03_16_17_00_278.jpg, -0.3556641, 0, 0, 8.475036
F:\Data\IMG\center_2020_10_03_16_17_00_387.jpg, F:\Data\IMG\left_2020_10_03_16_17_00_387.jpg, F:\Data\IMG\right_2020_10_03_16_17_00_387.jpg, -0.6449268, 0, 0, 8.292048
F:\Data\IMG\center_2020_10_03_16_17_00_496.jpg, F:\Data\IMG\left_2020_10_03_16_17_00_496.jpg, F:\Data\IMG\right_2020_10_03_16_17_00_496.jpg, -0.8096261, 0, 0, 8.05077
F:\Data\IMG\center_2020_10_03_16_17_00_604.jpg, F:\Data\IMG\left_2020_10_03_16_17_00_604.jpg, F:\Data\IMG\right_2020_10_03_16_17_00_604.jpg, -0.4823672, 0, 0, 8.000544
F:\Data\IMG\center_2020_10_03_16_17_00_705.jpg, F:\Data\IMG\left_2020_10_03_16_17_00_705.jpg, F:\Data\IMG\right_2020_10_03_16_17_00_705.jpg, -0.1799669, 0, 0, 7.924736
F:\Data\IMG\center_2020_10_03_16_17_00_809.jpg, F:\Data\IMG\left_2020_10_03_16_17_00_809.jpg, F:\Data\IMG\right_2020_10_03_16_17_00_809.jpg, 0, 0, 0, 7.826861
F:\Data\IMG\center_2020_10_03_16_17_00_910.jpg, F:\Data\IMG\left_2020_10_03_16_17_00_910.jpg, F:\Data\IMG\right_2020_10_03_16_17_00_910.jpg, -0.2607513, 0, 0, 7.731662
F:\Data\IMG\center_2020_10_03_16_17_01_019.jpg, F:\Data\IMG\left_2020_10_03_16_17_01_019.jpg, F:\Data\IMG\right_2020_10_03_16_17_01_019.jpg, -0.5551323, 0, 0, 7.561582
F:\Data\IMG\center_2020_10_03_16_17_01_130.jpg, F:\Data\IMG\left_2020_10_03_16_17_01_130.jpg, F:\Data\IMG\right_2020_10_03_16_17_01_130.jpg, -0.2607054, 0, 0, 7.496376
F:\Data\IMG\center_2020_10_03_16_17_01_239.jpg, F:\Data\IMG\left_2020_10_03_16_17_01_239.jpg, F:\Data\IMG\right_2020_10_03_16_17_01_239.jpg, 0, 0, 0, 7.390096
F:\Data\IMG\center_2020_10_03_16_17_01_342.jpg, F:\Data\IMG\left_2020_10_03_16_17_01_342.jpg, F:\Data\IMG\right_2020_10_03_16_17_01_342.jpg, 0, 0.2974866, 0, 7.6187
F:\Data\IMG\center_2020_10_03_16_17_01_454.jpg, F:\Data\IMG\left_2020_10_03_16_17_01_454.jpg, F:\Data\IMG\right_2020_10_03_16_17_01_454.jpg, 0, 0.6470769, 0, 8.303116
F:\Data\IMG\center_2020_10_03_16_17_01_559.jpg, F:\Data\IMG\left_2020_10_03_16_17_01_559.jpg, F:\Data\IMG\right_2020_10_03_16_17_01_559.jpg, 0, 0.9583512, 0, 9.298942
F:\Data\IMG\center_2020_10_03_16_17_01_669.jpg, F:\Data\IMG\left_2020_10_03_16_17_01_669.jpg, F:\Data\IMG\right_2020_10_03_16_17_01_669.jpg, 0, 1, 0, 10.4098
